,Title,Review,
387,A wonderful experience.,Amazing walk. Highly recommended . The tour guide explained everything. Child friendly. Kids also loved it.,
388,Best Gaudi tour,"I thought the tour was excellent. The tour guide was well informed, very personable and took us all around the Gothic Quarter. I learned a lot and it was fun.",
389,Amazing Montserrat and Sitges Family Tour,We joined our guide Miguel for this tour around the Gothic Area. Overall it was very informative and enjoyable. Some additional information as we walked passed various buildings would have been useful but I think that there was still enough information to make it worthwhile.,
390,Barcelona tour to remember,"Tati is a very knowledgeable and creative tour guide that gave us a deep understanding of the Catalonia history and Barcelona particularly to understand the background of the Gothic period of the city.
I highly recommend the Gothic tour for everyone who is interested in architecture, art and history of Barcelona.",
391,Authentic and lively insoght on Sagrada Familia,Great tour with Tati today. She was so engaging and the tour was done really well including managing us all so well on the subway. Thankyou for a great tour. Highly recommend.,
392,Excellent private tour of Sagrada Familia,"We took the Gothic walking tour today and really enjoyed it. The 2 1/2 hour tour was informative and fun. It was great to see the sites and hear about the history of the city. After the tour we went back and explored more on our own.
I highly recommend this!",
393,So glad we found Marta.,Really interesting tour around a beautiful part of the city. Jarrod was a great tour guide with lots of niche facts and a great sense of humour! I hope I can do the Gaudi tour next :),
394,More texture than Gaudi imagined!,"Would highly recommend this tour and especially Jarrod was fantastic! He was knowledgeable, friendly, interesting, and enthusiastic both about Barcelona and its history. Could not ask for a better guide! Jarrod also shared some of his favorite restaurants (all three we tried were fantastic) and he was super helpful on recommending other city highlights/transportation/tix etc. We enjoyed both the Gaudi tour and Gothic tour led by him! Thanks for two fabulous tours and meaningful overview of Barcelona!",
395,Monserrat and Gaudi - Incredible experiences,"Took Gothic Quarter tour with Jarrod. Great tour! Jarrod’s knowledge and enthusiasm for the neighborhood are outstanding - he actually lives near the end point! Jarrod shared many interesting, lesser-known insights, plus he’s a really nice guy. Highly recommended.",
396,Worth Every Penny,"7,058 reviews",
397,Great Time in Barcelona!,"We just did the gaudi walking tour with Tati.
She was an excellent guidel. Very friendly, engaging and knowledgeable. Well paced, informative and a tremendous efficient way of seeing gaudi sights and getting oriented to Barcelona. Lots of info about history and culture too. Highly recommended.",
398,Foreverbarcelone Tours,Albert was an extraordinary tour guide. He combines abundant knowledge with truthfulness and a delightful personality which brings to life his tour. His use of old pictures and diagrams further elucidate what he is explaining and particularly enhances his presentation. His personal passion for sharing his knowledge and love of Barcelona shines through throughout his tour.,
399,Loved the private tour,"This was an excellent tour which provided a ton of historic information to add to the amazing sights we we’re seeing. You get a lot of information in a relatively small group setting, just 20 people. Plenty of time to ask questions.",
400,Best Tour Guide,Very informative tour. Albert was incredible and shared is love of history and Barcelona. Highly recommend Runner Bean Tours.,
401,Devour Sweets Tour,"Gothic Quarter tour - Jarrod was fun, knowledgeable, friendly, articulate and - most importantly- cared passionately about the area. Absolutely the best experience of our city break in Barcelona. Your man deserved every last cent of that tip.",
402,The Best,"This was a superb introduction to this historic city and Spanish history. Guide Jarrod shared his passion for, and knowledge of Spain.. He explained the inportance many places most tourists just walk past. The tour was at an easy pace. It's wortg re-tracing the tour's steps to take time to savour Jarrod's stories.",
403,A must-do Barcelona experience,"Great tour of the Gothic quarter. Tatiana was very knowledgable and had excellent english. Our second Runner-bean tour, and even better than our first(the Gaudi tour). Highly recommend.",
404,Super informative and fun!,"Sara, guide, was informative and enthusiastic- had props and a little projector and involves the group!",
405,FUN,We took the Private Four Hour Tour from a cruise ship. Communication prior to the tour was great and we were met on time at the cruise terminal. Gemma our guide and the driver were both great. We had a drive to the mountain overlook and then Gemma led us on a walking tour through the old quarter. She let us move at our own pace and was very informative. We then went to Sagrada Familia with pre-purchased tickets and went right in. The inside is fantastic and should not be missed. Afterwards we were dropped back off at the cruise terminal. This was a great tour and we really enjoyed our day with Runner Bean.,
406,Do not book this tour,Albert was an excellent guide for the Gothic Quarter walking tour. He is an historian and his love for and knowledge of history was evident as he led us through the winding passageways. This is a must do when visiting Barcelona. Don't miss it and hope you get Albert as your guide!,
407,Amazing food tour,"9,838 reviews",
408,Highly Recommend,"It’s ok, and if you really have done everything else in Barcelona, then I suppose it’s worth a visit, but it really is expensive for what is just another cathedral. I found it to be quite dark and gloomy inside. I found it more impressive from the outside than the inside, other than that ridiculously placed advertisement. Be careful about what you wear too - you need to cover your shoulders. It was a hot day, and I was wearing a strappy summer jumpsuit, and didn’t have anything on me to cover my shoulders, but they did let you rent a scarf for €2. I’d say don’t bother paying to go in, just view it from the outside. It’s not worth the money. Unless you really have done everything else there is to do in Barcelona.",
409,Great tour with a great guide!,"If you haven't prebooked - as we hadn't - and there's a queue for the ticket office, go to the museum to the left where there is a ticket machine. We bought a basic ticket which allowed us to fast track and also enabled us to visit the roof. I have to say that the Cathedral isn't any different from many other gothic Catholic churches - dark and heavily gilded with some beautiful stained glass. We joined a small queue to go up in the lift to the roof. Only the workmen up there get to stand on the actual roof, visitors use walkways constructed from scaffolding and metal platforms. I felt a little wobbly when I first stepped out but quickly settled, however those with a true fear of heights should beware.",
410,Amazing!,"We came here because we were informed it was ""one of the best examples of gothic architecture in the world""... that's up to you to decide.

We had tickets for 12pm on Tuesday, May 24th, 2022. We estimated we would be here for about an hour and it was a little less than 45 minutes (but that was also with 2 toddlers in tow). Honestly, until I looked at pictures, I couldn't remember this church (but we also did a lot of churches while in Spain). But once I saw pictures, I remembered a bunch of stuff, but nothing about the history or anything of the church. My daughter liked climbing the itty bitty metal staircase in the middle-back of the room and both my kids LOVED looking at the water feature outside, with all the white geese swimming around.

It really is quite beautiful inside. The floors are uneven and there are stairs to enter the church so while mostly accessible once you're inside, it's not to get in.",
411,Excellent Guide,"Right in the heart of the old town part of Barcelona, in part against a Roman wall, it is well worth a visit. Very traditional thus in some ways a touch austere but anyone who enjoys places of (all) religions, their architecture and/or art will find this cathedral rewarding. The surroundings are well worth wandering around, too, with lots of little squares to explore down winding streets.",
412,Fun and interesting tour,"Second best architectural building in the city behind the Sagrada Familia of course! Very touristy as its in the centre of the Gothic quarter really but deffo worth the visit. Inside was lovely, really beautiful cathedral, lots of history and good photos. As part of the ticket you get to go up on the roof and see the city from up high and that was amazing to have a full 360* view of all the sights in the city, great for the good ol' panoramic photo opportunity!",
413,Excellent Tour by Local Guide,"This is described as 'Barcelona's Gothic gem, at the spiritual and physical heart of the city. The cloisters are listed as one of the best parts with orange and medlar trees, palm trees, a mossy green fountain and the thirteen geese kept as the cathedral's tradition to honour St Eulalia's life.
The reality is that the building is so affected by pollution it has to be systematically cleaned which no doubt costs a fortune. I managed to get a photo of the difference.

The interior compared to many other cathedrals we have visited on this tour lacks the wow factor but this is a typical situation where an ecclesiastical building is being held up as a tourist destination when in fact it is purely what it set out to be, a church of god.

The garden in the cloister looks bedraggled and in desperate need of water and as for the geese? I just felt sorry for them in their stone floor enclosure with no grass and only cabbage/lettuce leaves to remind them of what green food actually is and a dirty, smelly, equally green pond to swim around in. Sorry but I'm sure St Eulalia would agree with me, let these poor birds go free.",
414,Wonderful Intro to Barcelona!,Where does one start. There are many things to do in this location. First make sure you go to the cloisters. Ideally go latish. There are queues so timing is everything and the cloisters are genuinely superb and there are geese which occupy the central courtyard. I love geese. The history of the place is amazing and the architecture divine. We did this on a Saturday evening and it was quite delightful. The following day was Palm Sunday and the previous day a security guy had advised us how we could attend the Palm Sunday mass (which as a catholic i was happy to do. After all Palm Sunday in Spain.. it’s going to be full on) anyway instructed we went through the side door along with the rest of the congregation and attended the mass prior to the procession. Of course this was great and we were in the cathedral so got to see the interior in all its glory and in action as it were. Obviously we hung around and looked at the interior while preparation for the procession were underway. We then went outside and grabbed a spot close to the facade awaiting the Palm Sunday ceremony of the blessing of the Palms. The steps and square were thronged with thousands of locals (no tourists here) holding the most exquisite and complex palms. Then the cardinal and bishops commenced the ceremony at the main door and steps and then processed down the steps into the square sprinkling holy water while the crowds pressed forward to get closer often holding up their children who were stretching out with their Palms to get them blessed. This was a true unadulterated and genuine moment of devotion and this was real Barcelona when the residents took over for their celebration. I was so glad to be there and like I said when the Spanish and Catalans do this sort of thing it’s almost like stepping back hundreds of years except there is nothing contrived about this. Great church great history great atmosphere and a great experience. This is what travel is all about. An absolute five and a once in a lifetime experience,
415,Bianca the great!,"Beautiful Gothic cathedral- at the time of the visit- partially obscured by the Samsung flyer. Hope it's gone now.

You can wander around the church or better yet, you can go and do a guided tour. It's not expensive. And you get a better perspective with the guided tour. No need to prebook. At the time I went, I went from airport, to hotel to drop my luggage, right to the church and got my tickets there. We were only 4 in the tour at that time.

We went up the rooftop. Construction was going on. We had a great view of Barcelona. Don't know though if this view was better than that of the Sagrada Familia. I did not climb the latter because I just had knee surgery. Is the rooftop worth it? In my opinion, it is.

We learned the history of the geese that you find at the back of the cathedral in the courtyard. They were originally raised to be an alarm system better than dogs. But more importantly I found out about St. Eulalia to which the cathedral was dedicated to. She is reputedly buried in the crypt at the bottom of the cathedral.

Just an added fact. They do have restrooms but its a paid restroom. You have to drop a coin. I forgot if it was 50 cents or 1 euro. I don't mind the pay. The restrooms were quite clean.

There is quite a few notes/post comparing this Cathedral with the Basilica Sagrada de Familia. Having visited both and on a guided tour (minus climbing the Sagrada Familia towers) the Sagrada Familia is the more opulent of the two but the Cathedral has more spiritual history.

Both are worthy of a visit.

Oh, I forgot. There is a nice courtyard (if that is the right term) outside the main entrance of the Cathedral. Great place to hang around and listen to talented amateur musicians. Incidentally, if you are going to do a Gothic sector tour with Donkey Tours, their meeting place is about a minute walk away. We did this and was able to fill in our first day in Barcelona.",
416,Kids had a blast!,"9,838 reviews",
417,Just blend in. You wouldn’t have seen or experience this.,"Approaching, it was marvellous seeing the great Neo-Gothic façade. Truly impressive.

A wonderful interior has slender columns arching to the vaulted ceiling. A lovely choir has fine carved elements and retain the coats-of-arms of Knights of the Order of the Golden Fleece.

A tranquil cloister allowed for contemplative time, the silence only broken by the flock of geese that still reside here.
",
418,Amazing tour and experience,"A wonderful building slightly ruined at the moment by Samsung adverts around the scaffolding high up (I hope they got a fair wedge for this). Superb inside. Spend some time looking at the various side chapels. The roof visit is worth while for the inner city views. Do not miss the cloisters off to the side - it seemed totally devoid of visitors when we visited. A peaceful area to sit in the fresh air after the church. Nice to see the real Cathedral of Barcelona instead of the ""vision thing"" across the city!",
419,Perfect tour with Maria,The Barcelona Cathedral is located in the old city within the gates. It is famous for its remarkable gothic and Neo-gothic style architecture and one of the most important churches in Barcelona.,
420,Worth a try,"A gothic cathedral which does what it says on the tin. Lots of altar shrines in gold. It does have a great crypt chapel , gorgeous cloisters which 13 geece (!) and stunning views from the roof( worth the short queue with a lift up).",
421,Highly recommend,"We only did airport pick-up. Booking was simple.. just a couple of emails back and forth and we were all set. Ruslan, the driver, was waiting for us after we left baggage claim and got us to our hotel without incident.",
422,Great guide. Appreciated her thorough explanation of the history of the city.,"The architecture and history of the Cathedral makes this site a must. The only frustration was the poor experience with the audio-tour guide, which was difficult to follow and kept converting back to Spanish.",
423,Not as Advertised,"Unbelievable, so many years of history destroyed by having a big ugly advertisement of Samsung right in the middle of the roof.",
424,Not worth the cost,We booked our visit in advance for Tuesday. It was not crowded. The guided tour staff were kind and accepted us even after the time we should have arrived. The cathedral is stunning and the Tower of Passion offers great view of the city.,
425,Excellent tour with Pili,"Breathtaking. The architecture it amazing.
I loved learning about the history and spending time here.
A wonderful place to visit",
426,Octavio Rocks!,"9,838 reviews",
427,Promises Unfulfilled,"The cathedral was under renovation when we visited and it was closed to the public during the time we were there. The area in front of the cathedral is quite lively. Be mindful of your surroundings; there are folks there who’ll approach you to have a picture taken with them and should you do so, will summarily demand 5€ or more per photo taken.",
428,Hannah in Barcelona was Fab!!,"A majestic church in the middle of the city's gothic district. Worth your time as much as the Sagrada Familia is, so definetely visit",
429,Food tour in Barcelona,The cathedral is just small and not impressive. I do not think it is worth visiting unless you can get to the top.,
430,Bike tour was excellent,Interesting gothic cathedral with Roman buildings next to it and a big square out front. Entrance was easy however it required the purchase of a shawl to cover bare shoulders in the summer (2E). Inside lots to see and wonder about. Def worth a visit if you're into architecture and the gothic styles.,
431,Wonderful introduction to the city!,"This majestic Gothic cathedral is the seat of the Archbishop of Barcelona. The cathedral was built from the thirteenth to the fifteenth century, and the main work was realized in the fourteenth study. At the end of the nineteenth century, a neo-Gothic façade was built over the nondescript appearance typical of Catalan churches. The roof is notable for its gargoyles; a variety of animals, both domestic and mythical, are found on the image.",
432,Excellent car service in Barcelona!,"This is a strange cathedral, and one more full of jail cells for chapels. The way the cathedral was built with a choir in the middle and a crypt underneath the altar with the entrance right before it is most cumbersome. It must be really weird attending services here specially if the cathedral is full and you have to sit on the sides. The cloisters are fenced off and full of geese. This looks more like a country church and not a big city cathedral. They charge you to use the toilets there after charging you €9.00 to come in. Not cool! there is a little museum here, and no photography allowed, but there is nothing interesting in there. The entry fee is high compared to other cathedrals in Madrid, Sevilla, Cordoba, and Valencia which have more to offer. If you are pressed for time, skip it you won’t miss anything.",
433,Top notch service,"Didn't go inside the cathedral & the Samsung phone advert on the scaffolding at the top is a bit inappropriate ! It's an attractive old cathedral in a nice square near our hotel Suizo that had a good atmosphere throughout our long weekend in Barcelona, on the Friday there was an antiques market taking place & as we walked through on the Saturday evening to walk up the Avenue Portal del Angel shopping street to Placa Catalonia there were lots of locals dancing the Sardana in circles with their own band outside the cathedral. It was lovely to see such an authentic Catalan dance & hear the music, we then sat outside a bar & had a drink, families were shopping, people selling light up fliers in the sky, a very pleasant place to be on a mild November evening. A lovely square to people watch in.",
434,Fantstic Service!,A cathedral that was big but not more impressive than many other Catholic churches we’ve seen. Expensive at €9 per person and tacky with the huge Samsung advertisements dominating the spires. Good enough to look from the outside.,
435,perfection!,9€ to visit the cathedrale is super expensive especially it is under renovation...samsung advertising on the facade and some works inside. Overpriced for the renovation time despite an amazing site,
436,"Excellent, reliable and dependable service","We visited the Cathedral without booking online in advance and had no delay in entry, so don’t hesitate to stop in without a reservation. Entry fee is quite high. Impressive interior. Kids will love the guard geese living at the back of the building. There is always something interesting going on in the large plaza in front (flea markets, buskers, kids chasing bubbles). Watch for characters in white makeup wanting to be friendly and have you take pictures of them. They will ask for money from you and can be quite aggressive.",
437,"Awesome, Personal and Professional Car Service in Barcelona!!!",916 reviews,
438,Book With Confidence!,"Had a fantastic trip to Montserrat with an amazing tour guide, Marta, who knew everything about the history of this beautiful natural area outside of Barcelona. A memorable experience learning about the geological and religious history of this magnificent place. She was a warm, kind and generous host who shared her wealth of knowledge about her Catalonian heritage. Highly recommended.",
439,Excellent service,"Miriam was very knowledgeable and enthusiastic. We learned a lot about Gaudi, architecture and Barcelona. We would highly recommend this tour.",
440,Terrific Car Service,"We spent three days with Marta on Forever Barcelona tours — the tapas/Sagrada Famiglia tour, the Montserrat/ lunch in Sitges tour, and the Boqueria/Gothic Quarter tour — and we had fun!!!! Forever Barcelona is a joyful, well-run company. Marta (who owns the company) took us around and really crafted the tours to suit our needs. This was a trip planned for my 87 yr old dad who could not walk long distances. We rented a mobility scooter for him so every tour needed to be fully accessible. They were and my dad was able to keep up even when we explored the crowded Boqueria and spent hours exploring the cobblestone streets of the Gothic Quarter.

I’ve been on tours all over the world and Forever Barcelona’s were some of the best. Marta is a great storyteller and her tours are full of history, culture, local knowledge, delicious food, laughter, and delight. Thank you Marta and Forever Barcelona!!!",
441,Wonderful experience in Barcelona,ForeverBarcelona was the best money we spent! We booked two tours -- an evening walking tour and a multi-stop tour a few days later to visit La Sagrada Familia and Park Guell. Marta was absolutely incredible and made the tours so fun and engaging for our big group (22 people). Roser was a gem to work with during booking and made everything so easy! I cannot recommend ForeverBarcelona enough!!,
442,"Kind, safe, and helpful!","Hi Katie! Thank you so much for your review! (and sorry for the late reply, I keep forgetting Tripadvisor doesn't send me alerts anymore!) It was so much fun to show you around, and I've been totally thrilled to read your review. Roser will be so happy to read it, too: not everyone is conscious of the amount of work that is done backstage to make the tours a success! Thanks for sharing your experience!",
443,Wonderful Car Service!,"Hi Katie! Thank you so much for your review! (and sorry for the late reply, I keep forgetting Tripadvisor doesn't send me alerts anymore!) It was so much fun to show you around, and I've been totally thrilled to read your review. Roser will be so happy to read it, too: not everyone is conscious of the amount of work that is done backstage to make the tours a success! Thanks for sharing your experience!",
444,Barcelona trip,"Marta, the owner of Forever Barcelona, took us on 3 tours last summer in Barcelona: A tapas tour, a Gaudi tour, and a walking tour of the old town. She made all the history come alive as she told us stories along the way. She was fun, spoke English very well, and I will always remember her when I think of Barcelona. Over many years of world traveling, I've only met one other guide of her caliber!

Marta was always on time, and while she had the engagement meticulously planned, she was skilled at pivoting when a member of our group of 6 had a specific interest. She coordinated our walks and transportation to accommodate the slowest walker in our group.

Marta is a kind and empathetic guide; she was sensitive to the preferences and physical fitness of our group.

Marta is AT LEAST 50% of the reason we loved Barcelona so much. We learned a lot, laughed a lot, and plan to call her next time we are there. We have recommended her to others!",
445,"Excellent communication, spotless car","Hi Ginger! Sorry for the late reply, I didn't see your review until today... Hectic weeks lately! But thank you so so so much for your review! It was so much fun to be with you, and I'm so happy to have such awesome memories of your Barcelona trip. Me being 50% of why you love Barcelona so much? Wow, that leaves me without words... I couldn't be more honored... Can't wait to see you again next time you are in town!",
446,Great company,"Hi Ginger! Sorry for the late reply, I didn't see your review until today... Hectic weeks lately! But thank you so so so much for your review! It was so much fun to be with you, and I'm so happy to have such awesome memories of your Barcelona trip. Me being 50% of why you love Barcelona so much? Wow, that leaves me without words... I couldn't be more honored... Can't wait to see you again next time you are in town!",
447,Six Stars!,"We booked a wonderful full day private tour (in English) with Forever Barcelona. It was a pleasure working with Roser via email to develop a unique tour to fit our entire family (both vegetarian daughter and elderly mother with some mobility limitations). Marta was our tour guide, and we all loved her! Her passion for Barcelona was engaging and her knowledge was phenomenal. Also, we could tell she just likes people. This was our first day in town, so at the end she wrote some notes on a map for us and then sent an email for things we may want to see later. Thank you Marta for a great tour!",
448,Great transportation service!,"Hello! Thank you so much for your review! It was so much fun to show you around, and I couldn't be happier to know that you enjoyed it as much as I did. I'll pass your words to Roser, she totally deserves the praise and will be delighted to read it! Let us know if you are ever back in town! (in a few years to see the Sagrada Familia church completed, maybe?) ;)",
449,Airpot-Family of 5,"Hello! Thank you so much for your review! It was so much fun to show you around, and I couldn't be happier to know that you enjoyed it as much as I did. I'll pass your words to Roser, she totally deserves the praise and will be delighted to read it! Let us know if you are ever back in town! (in a few years to see the Sagrada Familia church completed, maybe?) ;)",
450,Excellent Limo Service,"Lydia is amazing and has the energy to teach you, guide you, and keep your time on point. Best of all, she had the empathy to watch over.my mother who is elderly and was on a wheelchair whenever she couldn't do steps.",
451,Amazing Service,Hello! Thank you so much for your awesome review! Lidia is a wonderful tour guide and she'll be thrilled to read your words. So glad to hear your mother also got to enjoy the experience to the full!,
452,great ride,Hello! Thank you so much for your awesome review! Lidia is a wonderful tour guide and she'll be thrilled to read your words. So glad to hear your mother also got to enjoy the experience to the full!,
453,Best limo service!,"Luxurious Gaudí tour with Marga was comfortable and informative! She took us to the front of the lines and pointed out all the curious things to see. The van around town was comfy and easy. Thank you, Marga! We couldn’t have seen so much without you!",
454,Trip to Barcelona,Hi Angela! Thanks so much for your review! I couldn't be happier to see how much you enjoyed your tour with Marga. She's an amazing tour guide and deserves all the pride. She'll be thrilled to read your review! Let us know when you come back to Barcelona to see the Sagrada Familia completed!,
455,Easy to work with,Hi Angela! Thanks so much for your review! I couldn't be happier to see how much you enjoyed your tour with Marga. She's an amazing tour guide and deserves all the pride. She'll be thrilled to read your review! Let us know when you come back to Barcelona to see the Sagrada Familia completed!,
456,"Dependable, trust worthy, friendly","Hi Erin! Sorry for the delay! I keep forgetting to check Tripadvisor as it doesn't send me notifications of new reviews... But thank you so much for your review! It was so much fun to be with you and your family. It' not always easy to keep a young kid engaged in a long day tour, but your child was so curious and made smart questions - a pleasure to be with! I couldn't be happier to read you have such a fond memory of our two days together. I hope the rest of your trip was wonderful, too!",
457,Unsurpassed Service Quality,"Hi Erin! Sorry for the delay! I keep forgetting to check Tripadvisor as it doesn't send me notifications of new reviews... But thank you so much for your review! It was so much fun to be with you and your family. It' not always easy to keep a young kid engaged in a long day tour, but your child was so curious and made smart questions - a pleasure to be with! I couldn't be happier to read you have such a fond memory of our two days together. I hope the rest of your trip was wonderful, too!",
458,Excellent.,"Hi Bill! Sorry for the delay! I keep forgetting to check Tripadvisor as it doesn't send me notifications of new reviews... I'm so thrilled about your review, thank you so much! The Gaudi sites are the highlight of any trip to Barcelona, and it's my goal to make you have the time of your life visiting them. So happy to hear you enjoyed the tour so much. Let me know if you are ever back in Barcelona!",
459,Excellent Service,"Hi Bill! Sorry for the delay! I keep forgetting to check Tripadvisor as it doesn't send me notifications of new reviews... I'm so thrilled about your review, thank you so much! The Gaudi sites are the highlight of any trip to Barcelona, and it's my goal to make you have the time of your life visiting them. So happy to hear you enjoyed the tour so much. Let me know if you are ever back in Barcelona!",
460,The best tour and guide. Everything you are looking for.,916 reviews,
461,Beautiful sites!,"We took the private, skip the line, 1.5 hour tour. Our guide was Marta. The tour was absolutely amazing and more than worth the money. The Sagrada Familia is totally mind blowing. Marta, with her knowledge and passion, brought it to life. Highly recommend and if I could give it more stars, I would.",
462,Guide did not show much interest in explaining in detail during the tour.,Hi Julia! Sorry for the delay! I keep forgetting to check Tripadvisor as it doesn't send me notifications of new reviews... It was so wonderful showing my favorite site of Barcelona with you! Thank you so much for sharing your experience! It means a lot to me seeing how my work helps people creating unique memories of their trip. I truly appreciate.,
463,Girona/Costa Brava,Hi Julia! Sorry for the delay! I keep forgetting to check Tripadvisor as it doesn't send me notifications of new reviews... It was so wonderful showing my favorite site of Barcelona with you! Thank you so much for sharing your experience! It means a lot to me seeing how my work helps people creating unique memories of their trip. I truly appreciate.,
464,Amazing View,"This was a tour focused on works of Antoni Gaudi. It was fantastic! The Familia Sagrada was amazing as were Park Guell and the private residences he created. Our guide, Tona, was wonderful and highly knowledgeable. We highly recommend her if you make this tour.",
465,Barcelona-we will be back!!!,"Hi Teresa! Sorry for the delay! I keep forgetting to check Tripadvisor as it doesn't send me notifications of new reviews... Thank you so much for sharing your experience with Tona! She'll be absolutely delighted to read it! I totally agree, she's a wonderful tour guide and I couldn't be happier to see how much you loved visiting the Gaudi sites with her. Let us know if you are ever back in town!",
466,a disappointing experience,"Maria was an extraordinary, attentive, knowledgable, and fun guide. We highly recommend her as a professional who is highly qualified to lead the way for travelers to discover the treasures of Barcelona.",
467,The best of Barcelona - a place rich of beauty and dramatic history,Hello! Sorry for the delay! I keep forgetting to check Tripadvisor as it doesn't send me notifications of new reviews... But thank you so much for letting us know how much you enjoyed your tour with Maria! She's a wonderful tour guide and she'll be delighted to read your kind words. Nothing makes me happier than seeing how our guides help people fall in love with Barcelona.,
468,Ask for Teo!,Hello! Sorry for the delay! I keep forgetting to check Tripadvisor as it doesn't send me notifications of new reviews... But thank you so much for letting us know how much you enjoyed your tour with Maria! She's a wonderful tour guide and she'll be delighted to read your kind words. Nothing makes me happier than seeing how our guides help people fall in love with Barcelona.,
469,A great day with a friend!,"Knowledgeable, animated, cheerful. Born and raised in Catalonia. MOST highly recommended if you are a Gaudi aficionado.",
470,Excellent tour guide,Hi William! Thanks a lot for your review! It was a pleasure showing you around and an honor to be a testimonial of your dream of visiting the Gaudi sites becoming true. See you when you come back to the see the progress in Sagrada Familia!,
471,The best private tour in Barcelona,Hi William! Thanks a lot for your review! It was a pleasure showing you around and an honor to be a testimonial of your dream of visiting the Gaudi sites becoming true. See you when you come back to the see the progress in Sagrada Familia!,
472,Montserrat with Ramon 5 Stars!,"We coordinated a family tour to Monserrat and Sitges…to say amazing is an understatement! Everything ran smoothly with the communication, our tour guide Monse was knowledgeable, friendly, bilingual, accommodating our group of 10 with a larger vehicle really made us feel VIP!

The younger kiddos, ages 7, 9, 10, 11 really took to Monse…she adapted everything to make sure we were happy! Highly recommend this tour agency! :-)",
473,Amazing Barcelona!,"Hi Monica! Sorry for the late reply: it looks like somehow we stopped getting review notifications and we had been missing lots of them! Catching up now! I'm so happy to hear how much you and your family enjoyed your tour with Montse. She'll be delighted to read your review, too! I hope the rest of your stay was equally wonderful! Thanks for sharing your experience.",
474,"Barcelona Tour with Teo - city tour, Sagrada Familia & Montserrat","Hi Monica! Sorry for the late reply: it looks like somehow we stopped getting review notifications and we had been missing lots of them! Catching up now! I'm so happy to hear how much you and your family enjoyed your tour with Montse. She'll be delighted to read your review, too! I hope the rest of your stay was equally wonderful! Thanks for sharing your experience.",
475,This all day tour was well worth the time!,Having never been to Barcelona before we wanted to get an overview of the city on our first day as well as a private tour of the Sagrada Familia. Our tour guide Marta was very knowledgeable and the driver was excellent. One of the members of our party has mobility issues and they were very respectful and understanding and helped get her in and out of the vehicle and kept an eye on her throughout the day. I highly recommend them.,
476,Great Tour! Awesome guide/ teaching!,Hi Bruce! Sorry for the late reply: it looks like somehow we stopped getting review notifications and we had been missing lots of them! Catching up now! Thank you so much for your review! It was a pleasure showing you and your family around. Your driver Eugeni will also be thrilled to hear that you all enjoyed your tour so much and that we helped minimizing the mobility issues so everyone could have the best possible experience! Let us know if you are ever back to Barcelona!,
477,Family adventure in Barcelona,Hi Bruce! Sorry for the late reply: it looks like somehow we stopped getting review notifications and we had been missing lots of them! Catching up now! Thank you so much for your review! It was a pleasure showing you and your family around. Your driver Eugeni will also be thrilled to hear that you all enjoyed your tour so much and that we helped minimizing the mobility issues so everyone could have the best possible experience! Let us know if you are ever back to Barcelona!,
478,Best Tour Option for Girona and C. Brava,"Miriam has given a lively insight of Antonio Gaudí's livw and the creation of Sagrada Familia. Very knowledgable, humerous and excellent overall experience. She even organized that we could go to up to the towers. A lifetime experience!",
479,Montjuic breathtaking views,Hello! Sorry for the late reply: it looks like somehow we stopped getting review notifications and we had been missing lots of them! Catching up now! Thank you for sharing your experience with Miriam in the Sagrada Familia. She's a wonderful tour guide that always goes the extra mile and deserves all the praise. It was a pleasure working for you. Let us know if you ever come to check the church progress!,
480,Wonderful tour,"This was a very nice tour. Our guide Manu was fun, informative, and passionate. If time permits this excursion is worth the while!",
481,Amazing day trip,"While still in the states we wanted to make sure that we had a private tour for Sagrada Familia reserved. ForeverBarcelona was great to book with. I managed to muck up the reservation and promptly received an email back with a corrected reservation and a refund to my credit card. Wow!

Maria was the tour guide for my wife and me and it was an excellent experience! Helpful, witty and knowledgeable, there’s no way we would have ever had that kind of experience at Sagrada Familia without her.

Forever Barcelona Tours and Maria get five big stars from us!",
482,A Must See along with Sagrada Familia!,"Hi! Sorry for the late reply: it looks like somehow we stopped getting review notifications and we had been missing lots of them! Catching up now! Thank you so much for your review, Maria will be delighted to read it. I couldn't be happier to hear how much you enjoyed your tour with her and your overall experience with ForeverBarcelona was great. I hope the rest of your trip was also wonderful. Let us know if you are ever back in town!",
483,Beautiful and informative.,"Hi! Sorry for the late reply: it looks like somehow we stopped getting review notifications and we had been missing lots of them! Catching up now! Thank you so much for your review, Maria will be delighted to read it. I couldn't be happier to hear how much you enjoyed your tour with her and your overall experience with ForeverBarcelona was great. I hope the rest of your trip was also wonderful. Let us know if you are ever back in town!",
484,Girona and Dali Museums at Figueres Tour by Omid,We had a wonderful experience with Marta and her knowledge of Gaudi’s historical works was exceptional. We could have spent even more hours with her. She shows so much passion and is a great storyteller.,
485,Breathtaking!,Hello! Sorry for the late reply: it looks like somehow we stopped getting review notifications and we had been missing lots of them! Catching up now! Thank you so much for your review! Gaudi is my passion and nothing makes me happier than sharing it with travelers like you. It was a pleasure to show you around. I hope to see you again when you are back to Barcelona to see the new towers in Sagrada Familia that will be coming up in the next years!,
486,Montjuic Castle & Cable tour,Our tour guide Marga added the impossible - even more texture to the Sagrada Familia than Gaudi could have imagined. Her love for sharing her extraordinary city and her deep appreciation of its history made the experience so much more informed and enjoyable. Thank you Marga!,
